05.0000,39
05.0200,44
05.0400,50
05.0600,54
05.0800,51
05.1000,49
05.1200,43
05.1400,42
05.1600,62
05.1800,51
05.2000,44
05.2200,40
05.2400,55
05.2600,57
05.2800,45
05.3000,34
05.3200,46
05.3400,47
05.3600,45
05.3800,43
05.4000,51
05.4200,48
05.4400,55
05.4600,37
05.4800,43
05.5000,47
05.5200,41
05.5400,43
05.5600,42
05.5800,38
05.6000,41
05.6200,43
05.6400,39
05.6600,48
05.6800,29
05.7000,51
05.7200,40
05.7400,45
05.7600,52
05.7800,47
05.8000,47
05.8200,45
05.8400,44
05.8600,49
05.8800,45
05.9000,49
05.9200,44
05.9400,48
05.9600,63
05.9800,52
06.0000,44
06.0200,50
06.0400,56
06.0600,48
06.0800,46
06.1000,56
06.1200,41
06.1400,40
06.1600,36
06.1800,49
06.2000,41
06.2200,44
06.2400,57
06.2600,41
06.2800,60
06.3000,48
06.3200,49
06.3400,46
06.3600,57
06.3800,59
06.4000,66
06.4200,48
06.4400,52
06.4600,46
06.4800,34
06.5000,47
06.5200,54
06.5400,45
06.5600,60
06.5800,50
06.6000,54
06.6200,51
06.6400,57
06.6600,59
06.6800,52
06.7000,63
06.7200,59
06.7400,57
06.7600,55
06.7800,42
06.8000,41
06.8200,59
06.8400,58
06.8600,62
06.8800,59
06.9000,55
06.9200,74
06.9400,64
06.9600,76
06.9800,65
07.0000,69
07.0200,72
07.0400,73
07.0600,53
07.0800,61
07.1000,83
07.1200,64
07.1400,64
07.1600,65
07.1800,58
07.2000,65
07.2200,63
07.2400,70
07.2600,68
07.2800,65
07.3000,58
07.3200,67
07.3400,61
07.3600,61
07.3800,64
07.4000,62
07.4200,68
07.4400,86
07.4600,67
07.4800,84
07.5000,72
07.5200,79
07.5400,83
07.5600,74
07.5800,75
07.6000,88
07.6200,90
07.6400,82
07.6600,77
07.6800,84
07.7000,88
07.7200,93
07.7400,77
07.7600,91
07.7800,92
07.8000,76
07.8200,90
07.8400,84
07.8600,86
07.8800,100
07.9000,100
07.9200,98
07.9400,80
07.9600,108
07.9800,99
08.0000,108
08.0200,109
08.0400,89
08.0600,93
08.0800,103
08.1000,105
08.1200,98
08.1400,103
08.1600,94
08.1800,94
08.2000,104
08.2200,135
08.2400,113
08.2600,125
08.2800,128
08.3000,112
08.3200,127
08.3400,124
08.3600,144
08.3800,149
08.4000,134
08.4200,127
08.4400,132
08.4600,153
08.4800,143
08.5000,130
08.5200,156
08.5400,148
08.5600,134
08.5800,150
08.6000,153
08.6200,154
08.6400,166
08.6600,156
08.6800,179
08.7000,144
08.7200,161
08.7400,191
08.7600,198
08.7800,181
08.8000,218
08.8200,191
08.8400,204
08.8600,204
08.8800,200
08.9000,221
08.9200,197
08.9400,209
08.9600,216
08.9800,221
09.0000,239
09.0200,262
09.0400,238
09.0600,255
09.0800,273
09.1000,269
09.1200,285
09.1400,316
09.1600,307
09.1800,310
09.2000,358
09.2200,321
09.2400,370
09.2600,388
09.2800,400
09.3000,395
09.3200,440
09.3400,415
09.3600,436
09.3800,469
09.4000,472
09.4200,516
09.4400,476
09.4600,536
09.4800,514
09.5000,525
09.5200,528
09.5400,568
09.5600,592
09.5800,666
09.6000,658
09.6200,661
09.6400,668
09.6600,650
09.6800,638
09.7000,756
09.7200,772
09.7400,794
09.7600,809
09.7800,876
09.8000,857
09.8200,884
09.8400,928
09.8600,919
09.8800,963
09.9000,1000
09.9200,1038
09.9400,1013
09.9600,1100
09.9800,1117
10.0000,1129
10.0200,1161
10.0400,1161
10.0600,1182
10.0800,1242
10.1000,1257
10.1200,1321
10.1400,1297
10.1600,1406
10.1800,1388
10.2000,1395
10.2200,1423
10.2400,1391
10.2600,1380
10.2800,1403
10.3000,1449
10.3200,1517
10.3400,1402
10.3600,1461
10.3800,1449
10.4000,1285
10.4200,1361
10.4400,1431
10.4600,1413
10.4800,1209
10.5000,1269
10.5200,1247
10.5400,1132
10.5600,1199
10.5800,1098
10.6000,1068
10.6200,994
10.6400,956
10.6600,899
10.6800,830
10.7000,765
10.7200,765
10.7400,733
10.7600,634
10.7800,645
10.8000,628
10.8200,585
10.8400,541
10.8600,533
10.8800,476
10.9000,444
10.9200,445
10.9400,446
10.9600,387
10.9800,399
11.0000,396
11.0200,345
11.0400,333
11.0600,329
11.0800,331
11.1000,324
11.1200,311
11.1400,348
11.1600,298
11.1800,287
11.2000,269
11.2200,300
11.2400,275
11.2600,222
11.2800,241
11.3000,252
11.3200,239
11.3400,247
11.3600,199
11.3800,234
11.4000,241
11.4200,217
11.4400,215
11.4600,191
11.4800,216
11.5200,210
11.5400,193
11.5600,215
11.5800,239
11.6000,187
11.6200,204
11.6400,186
11.6600,220
11.6800,196
11.7000,220
11.7200,156
11.7400,200
11.7600,195
11.7800,202
11.8000,182
11.8200,194
11.8400,192
11.8600,204
11.8800,164
11.9000,178
11.9200,173
11.9400,164
11.9600,187
11.9800,184
12.0000,148
12.0200,182
12.0400,160
12.0600,166
12.0800,175
12.1000,141
12.1200,182
12.1400,167
12.1600,198
12.1800,152
12.2000,187
12.2200,143
12.2400,168
12.2600,139
12.2800,149
12.3000,138
12.3200,141
12.3400,168
12.3600,170
12.3800,159
12.4000,153
12.4200,147
12.4400,172
12.4600,152
12.4800,185
12.5000,159
12.5200,157
12.5400,159
